property_type,sector,price,bedRoom,bathroom,balcony,facing,agePossession,Built_up_area,servant room,store room,furnishing_type,facilities,floor_category
flat,sector 37,1.4,0.0,5,3,North,Relatively New,2343.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 37,0.99,0.0,4,3,North-East,Relatively New,1660.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 37,0.86,0.0,3,3,South-East,Relatively New,1442.0,No,No,unfurnished,standard,Mid Floor
flat,sector 37,0.98,0.0,4,3,South-West,Relatively New,1660.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 37,0.85,0.0,3,3,South-East,Relatively New,1442.0,No,No,unfurnished,standard,Mid Floor
flat,sector 37,1.79,0.0,3,3,South-West,Relatively New,1808.0,No,No,semifurnished,standard,High Floor
flat,sector 37,1.5,0.0,3,3,South-West,Relatively New,1686.0,No,No,unfurnished,standard,High Floor
flat,sector 37,1.77,0.0,3,3,North,Relatively New,2025.0,Yes,No,unfurnished,standard,High Floor
flat,sector 37,1.5,0.0,3,3,North-West,Relatively New,1692.0,No,No,unfurnished,standard,High Floor
flat,sector 37,1.49,0.0,3,3,North-West,Relatively New,1707.0,No,No,unfurnished,standard,High Floor
flat,sector 37,1.8,0.0,3,3,North-West,Relatively New,2025.0,Yes,No,unfurnished,standard,High Floor
flat,sector 85,1.06,0.0,2,2,South,Relatively New,1512.0,No,No,unfurnished,standard,High Floor
flat,sector 85,1.14,0.0,2,3,South,Relatively New,1604.0,No,No,unfurnished,standard,High Floor
flat,sector 84,0.36,0.0,2,1,West,Relatively New,531.0,No,Yes,unfurnished,premium,Mid Floor
flat,sector 84,0.34,2.0,2,1,East,Relatively New,537.0,No,Yes,unfurnished,premium,Low Floor
flat,sector 84,0.34,1.0,2,1,East,Relatively New,533.0,No,Yes,unfurnished,premium,Mid Floor
flat,sector 84,0.35,0.0,2,1,West,Relatively New,531.0,No,Yes,unfurnished,premium,Mid Floor
flat,sector 85,1.05,0.0,2,3,North-East,Relatively New,1484.0,No,No,unfurnished,standard,High Floor
flat,sector 49,1.72,2.0,3,2,North-East,Old Property,2444.0,No,No,semifurnished,luxury,Low Floor
flat,sector 70,1.55,0.0,5,3,South,Relatively New,1527.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 70,1.5,0.0,5,3,South,Relatively New,1527.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 56,2.05,1.0,4,3,West,Relatively New,2000.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 56,2.11,1.0,2,3,South,Relatively New,2250.0,No,No,semifurnished,luxury,Mid Floor
flat,sector 70,1.18,0.0,2,3,East,New Property,1400.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 70,1.15,0.0,2,3,East,New Property,1400.0,No,No,unfurnished,premium,Mid Floor
flat,sector 70,1.66,0.0,3,4,East,New Property,1900.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 70,1.68,1.0,3,4,North-East,New Property,1900.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 108,3.95,0.0,4,2,West,Relatively New,2343.0,Yes,No,unfurnished,standard,High Floor
flat,sector 62,2.1,0.0,2,3,North-East,New Property,1500.0,No,No,unfurnished,standard,High Floor
flat,sector 70,1.64,1.0,3,4,North-East,New Property,1950.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 70,1.69,0.0,3,4,North-East,New Property,1900.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 65,6.15,0.0,3,3,North-East,Moderately Old,3027.0,Yes,No,semifurnished,standard,High Floor
flat,sector 65,6.1,0.0,3,3,North-East,Moderately Old,3027.0,Yes,No,semifurnished,luxury,High Floor
flat,sector 82,1.59,1.0,3,4,North-East,Relatively New,1668.0,No,No,semifurnished,luxury,Mid Floor
flat,sector 77,1.08,1.0,4,4,South-West,Relatively New,1810.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 77,1.09,1.0,4,4,South,Relatively New,1833.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 70,0.85,0.0,2,2,South-East,Relatively New,842.0,No,No,semifurnished,standard,Mid Floor
flat,sector 108,3.95,0.0,5,2,North,New Property,2343.0,Yes,No,unfurnished,premium,High Floor
flat,sector 108,2.5,0.0,3,2,East,New Property,1480.0,No,No,unfurnished,luxury,High Floor
flat,sector 56,2.05,1.0,4,4,South,Relatively New,2500.0,No,No,semifurnished,premium,Mid Floor
flat,sector 56,2.45,4.0,4,4,West,Relatively New,2900.0,No,No,unfurnished,premium,Low Floor
flat,sector 56,1.5,1.0,3,4,North,Relatively New,1900.0,Yes,No,semifurnished,premium,Mid Floor
flat,sector 52,1.45,0.0,3,4,West,Relatively New,1800.0,No,No,semifurnished,premium,Mid Floor
flat,sector 85,1.2,0.0,2,3,North,Relatively New,1300.0,No,No,semifurnished,luxury,Mid Floor
flat,sector 65,2.4,1.0,3,3,East,Relatively New,1600.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 81,2.5,0.0,3,2,West,Relatively New,1700.0,Yes,No,semifurnished,luxury,High Floor
flat,sector 83,1.55,1.0,3,3,West,Relatively New,1400.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 83,1.76,0.0,3,3,North-West,Relatively New,1500.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 83,1.76,1.0,3,3,South-East,Relatively New,1600.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 80,1.4,0.0,4,2,North-West,Moderately Old,1854.0,No,Yes,unfurnished,premium,Mid Floor
flat,sector 80,1.1,0.0,3,3,North-West,Moderately Old,1580.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 81,2.45,0.0,3,2,South-East,Relatively New,1800.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 58,3.8,0.0,4,1,West,Moderately Old,2164.0,Yes,No,semifurnished,luxury,High Floor
flat,sector 54,5.75,0.0,4,3,North-East,Relatively New,2329.0,Yes,No,semifurnished,luxury,High Floor
flat,sector 54,10.0,0.0,5,4,North,Moderately Old,3000.0,Yes,No,semifurnished,luxury,High Floor
flat,sector 28,6.2,0.0,4,4,South,Relatively New,2000.0,Yes,No,semifurnished,luxury,High Floor
flat,sector 83,1.75,0.0,3,3,West,Relatively New,1600.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 81,2.4,0.0,3,2,North-West,Relatively New,1800.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 83,1.75,0.0,3,3,East,Relatively New,1600.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 80,1.4,0.0,4,2,South,Moderately Old,1922.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 95,0.17,0.0,1,1,North-East,Relatively New,3569.0,No,No,unfurnished,standard,High Floor
flat,sector 95,0.2,0.0,1,1,West,Relatively New,407.0,No,No,unfurnished,premium,Mid Floor
flat,sector 71,1.2,1.0,3,3,North,Relatively New,1466.0,No,No,unfurnished,standard,Mid Floor
flat,sector 102,1.26,0.0,2,3,East,Relatively New,1100.0,No,No,semifurnished,standard,Mid Floor
flat,sector 103,1.34,0.0,3,4,South-East,Relatively New,1560.0,No,No,unfurnished,premium,High Floor
flat,sector 104,2.5,0.0,4,4,North-East,New Property,2851.0,Yes,No,unfurnished,basic,High Floor
flat,sector 111,3.7,0.0,5,4,South-East,Relatively New,2650.0,Yes,No,semifurnished,luxury,High Floor
flat,manesar,0.6,1.0,2,2,South-East,Moderately Old,1277.0,No,No,unfurnished,premium,Mid Floor
flat,sector 84,2.2,0.0,4,4,South-West,Relatively New,3108.0,Yes,No,unfurnished,premium,High Floor
flat,sector 54,7.0,0.0,6,4,East,Moderately Old,2715.0,Yes,Yes,semifurnished,premium,High Floor
flat,sector 104,2.6,0.0,4,4,South,Relatively New,2851.0,Yes,No,unfurnished,premium,High Floor
flat,sector 59,5.8,0.0,4,3,North-East,New Property,3361.0,Yes,No,unfurnished,standard,High Floor
flat,sector 70,1.8,0.0,3,4,North-East,New Property,1765.0,No,No,semifurnished,standard,Mid Floor
flat,sector 74,1.4,0.0,2,2,North-East,New Property,1289.0,No,No,unfurnished,luxury,High Floor
flat,sector 85,2.05,1.0,4,4,North-East,Relatively New,2500.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 85,1.17,0.0,3,3,South-East,Relatively New,1550.0,No,No,unfurnished,standard,Mid Floor
flat,sector 86,1.58,0.0,3,1,North,Relatively New,1750.0,No,No,semifurnished,luxury,High Floor
flat,sector 90,1.25,0.0,3,3,South-East,Relatively New,1640.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 95,0.37,0.0,2,1,South-East,Relatively New,716.0,No,No,unfurnished,standard,Mid Floor
flat,sector 95,0.38,2.0,2,1,South-East,Relatively New,716.0,No,No,semifurnished,standard,Low Floor
flat,sector 95,0.32,0.0,2,1,North,Relatively New,610.0,No,No,unfurnished,standard,Mid Floor
flat,sector 95,0.32,0.0,2,1,North,Relatively New,610.0,No,No,unfurnished,standard,Mid Floor
flat,sector 95,0.2,0.0,1,1,South-West,Relatively New,407.0,No,No,unfurnished,standard,Mid Floor
flat,sector 95,0.2,0.0,1,1,South-West,Relatively New,407.0,No,No,unfurnished,standard,Low Floor
flat,sector 82,1.22,0.0,5,4,South-West,Relatively New,2000.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 84,1.35,0.0,3,3,South-East,Relatively New,1750.0,No,No,unfurnished,premium,Mid Floor
flat,sector 71,0.55,0.0,2,1,South-East,Relatively New,600.0,No,No,unfurnished,basic,Mid Floor
flat,sector 92,1.12,0.0,4,2,North-West,Relatively New,2322.0,Yes,No,unfurnished,premium,High Floor
flat,sector 92,1.1,1.0,4,3,North-West,Relatively New,2285.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 92,0.68,0.0,3,2,North-West,Relatively New,1442.0,No,No,unfurnished,premium,High Floor
flat,sector 92,1.19,0.0,3,3,North,Relatively New,2533.0,Yes,No,unfurnished,premium,High Floor
flat,sector 102,0.47,0.0,2,1,South-East,Relatively New,582.0,No,Yes,semifurnished,luxury,Mid Floor
flat,sector 109,2.95,1.0,4,4,South-East,Relatively New,3150.0,Yes,Yes,semifurnished,luxury,Mid Floor
flat,sector 2,0.98,0.0,2,3,South-West,Moderately Old,1416.0,No,No,unfurnished,premium,High Floor
flat,sector 2,1.55,0.0,4,4,East,Moderately Old,1738.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 2,1.01,2.0,2,3,East,Moderately Old,1281.0,No,No,unfurnished,premium,Low Floor
flat,sector 2,1.51,0.0,4,4,West,Moderately Old,1738.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 2,1.4,0.0,3,4,South-West,Moderately Old,1611.0,No,No,unfurnished,premium,Mid Floor
flat,sector 2,1.59,0.0,4,4,North-West,Moderately Old,1738.0,Yes,No,unfurnished,premium,High Floor
flat,sector 2,0.56,0.0,2,2,North-East,Moderately Old,723.0,No,No,unfurnished,premium,Mid Floor
flat,sector 102,2.0,0.0,4,4,North-East,Relatively New,1900.0,Yes,No,unfurnished,luxury,High Floor
flat,sector 102,1.35,0.0,4,4,North-East,Relatively New,1400.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 102,1.9,3.0,3,4,North-East,Relatively New,2500.0,Yes,No,unfurnished,luxury,Low Floor
flat,sector 102,1.7,0.0,4,4,North-East,Relatively New,1700.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 106,1.15,0.0,3,3,North-East,Relatively New,1650.0,Yes,No,unfurnished,luxury,High Floor
flat,sector 84,1.1,0.0,3,4,East,Moderately Old,1710.0,No,No,semifurnished,premium,High Floor
flat,sector 102,1.3,1.0,3,3,East,Relatively New,1315.0,Yes,No,semifurnished,premium,Mid Floor
flat,sector 58,4.85,0.0,5,3,North-West,Relatively New,3182.0,Yes,No,semifurnished,standard,High Floor
flat,sector 58,2.2,0.0,2,1,East,Relatively New,1528.0,No,No,unfurnished,standard,Mid Floor
flat,sector 108,1.25,3.0,3,3,South-East,Relatively New,1500.0,Yes,No,unfurnished,luxury,Low Floor
flat,sector 108,1.55,0.0,3,4,North-East,Relatively New,1750.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 102,1.9,0.0,3,4,North-East,New Property,1700.0,No,No,unfurnished,luxury,High Floor
flat,sector 92,1.6,0.0,4,4,North-West,Relatively New,1615.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 66,3.0,0.0,5,4,East,Relatively New,2100.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 58,2.2,0.0,2,2,North-East,Relatively New,1244.0,No,No,unfurnished,standard,Mid Floor
flat,sector 112,5.2,0.0,6,4,East,Relatively New,3655.35,Yes,No,semifurnished,luxury,High Floor
flat,sector 28,2.35,0.0,4,3,South-East,Old Property,1700.0,Yes,No,semifurnished,premium,Mid Floor
flat,sector 65,2.77,1.0,4,4,North-East,Relatively New,2194.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 65,2.7,1.0,3,3,North-West,Relatively New,1650.0,Yes,Yes,semifurnished,premium,Mid Floor
flat,sector 65,2.35,1.0,3,3,East,Relatively New,1833.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 65,2.79,2.0,4,4,South-West,Relatively New,2194.0,Yes,No,unfurnished,luxury,Low Floor
flat,sector 65,2.3,1.0,4,3,South-West,Relatively New,1833.0,Yes,Yes,unfurnished,luxury,Mid Floor
flat,sector 56,2.1,0.0,4,4,West,Old Property,2200.0,No,No,semifurnished,luxury,Mid Floor
flat,sector 56,1.35,3.0,2,2,West,Old Property,1275.0,No,No,unfurnished,luxury,Low Floor
flat,sector 104,2.23,0.0,4,4,East,Relatively New,2358.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 108,2.08,1.0,4,4,East,Relatively New,2631.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 108,1.3,0.0,3,4,South-West,Relatively New,1661.0,No,No,semifurnished,luxury,Mid Floor
flat,sector 102,0.48,0.0,2,1,North-East,Relatively New,582.0,No,Yes,semifurnished,luxury,Mid Floor
flat,sector 108,2.33,0.0,3,3,North-East,Relatively New,1711.0,No,Yes,semifurnished,luxury,High Floor
flat,sector 48,1.75,0.0,3,3,South,Old Property,2200.0,Yes,No,semifurnished,premium,Mid Floor
flat,sector 48,1.6,0.0,3,3,North-West,Old Property,1700.0,No,No,unfurnished,premium,High Floor
flat,sector 48,1.5,3.0,3,3,North,Old Property,1600.0,No,No,semifurnished,premium,Low Floor
flat,sector 49,1.9,2.0,3,3,South,Old Property,1600.0,No,No,semifurnished,standard,Low Floor
flat,sector 60,3.7,0.0,5,3,South,Relatively New,2534.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 60,3.75,0.0,5,3,South,Relatively New,2534.0,Yes,No,unfurnished,luxury,High Floor
flat,sector 67,3.4,0.0,4,3,South,Relatively New,2122.0,Yes,No,semifurnished,premium,High Floor
flat,sector 109,2.2,0.0,4,3,North-East,Relatively New,1860.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 83,0.83,0.0,2,2,North,Relatively New,1154.0,No,No,unfurnished,luxury,High Floor
flat,sector 102,1.45,0.0,3,3,North-East,Relatively New,1493.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 102,1.77,3.0,3,3,North-East,Relatively New,1653.0,No,No,unfurnished,luxury,Low Floor
flat,sector 102,0.97,0.0,2,2,North-East,Relatively New,741.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 102,2.35,0.0,3,3,East,Relatively New,2351.0,Yes,No,semifurnished,luxury,High Floor
flat,sector 102,1.9,0.0,4,3,North-East,Relatively New,1710.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 86,0.43,0.0,2,1,North-East,New Property,557.0,No,No,unfurnished,premium,Mid Floor
flat,sector 70,1.62,0.0,5,3,North,Relatively New,1527.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 85,1.99,0.0,4,4,East,Relatively New,2398.0,Yes,No,semifurnished,luxury,High Floor
flat,sector 70,1.23,2.0,2,3,North-East,Relatively New,1222.0,No,No,unfurnished,standard,Low Floor
flat,sector 70,1.63,0.0,5,3,East,Relatively New,1527.0,Yes,No,unfurnished,standard,High Floor
flat,sector 70,1.64,1.0,5,3,North,Relatively New,1527.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 70,1.25,1.0,2,3,East,Relatively New,1222.0,No,No,unfurnished,standard,Mid Floor
flat,sector 109,1.9,0.0,4,3,North-East,Relatively New,2765.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 109,1.2,0.0,2,2,South,Relatively New,1701.0,No,No,semifurnished,luxury,Mid Floor
flat,sector 109,1.63,0.0,3,2,North-West,Relatively New,2303.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 90,1.23,0.0,3,2,North,Relatively New,1578.0,No,No,unfurnished,basic,High Floor
flat,sector 86,0.43,0.0,2,1,North-East,New Property,557.0,No,No,unfurnished,standard,Mid Floor
flat,sector 85,1.07,0.0,2,3,South,Relatively New,1484.0,No,No,unfurnished,standard,High Floor
flat,sector 85,1.73,0.0,5,4,East,Relatively New,2017.0,Yes,No,unfurnished,basic,Mid Floor
flat,sector 85,1.45,1.0,4,2,North,New Property,1616.0,Yes,No,unfurnished,basic,Mid Floor
flat,sector 82,1.87,0.0,3,3,East,Moderately Old,1668.0,No,No,unfurnished,standard,High Floor
flat,sector 82,1.85,0.0,3,3,East,Moderately Old,1677.0,No,No,unfurnished,standard,High Floor
flat,sector 90,1.75,1.0,4,4,East,Relatively New,2005.0,No,No,unfurnished,basic,Mid Floor
flat,sector 86,1.23,0.0,2,3,South,Relatively New,1339.0,No,No,unfurnished,basic,High Floor
flat,sector 86,1.25,0.0,2,3,West,Moderately Old,1339.0,No,No,unfurnished,basic,High Floor
flat,sector 112,5.6,0.0,6,4,North-East,Relatively New,3655.35,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 81,1.45,0.0,3,3,North,Relatively New,1650.0,No,No,unfurnished,premium,Mid Floor
flat,sector 82,2.7,0.0,4,4,East,Moderately Old,2576.0,Yes,No,unfurnished,standard,High Floor
flat,sector 86,0.42,1.0,2,1,North-East,New Property,557.0,Yes,No,unfurnished,premium,Low Floor
flat,sector 81,3.45,0.0,4,4,East,Moderately Old,2527.0,Yes,No,unfurnished,standard,High Floor
flat,sector 81,3.25,0.0,4,4,North-West,Moderately Old,2491.0,Yes,No,unfurnished,basic,High Floor
flat,sector 37,0.35,0.0,2,1,East,Relatively New,850.0,No,No,semifurnished,luxury,Mid Floor
flat,sector 37,0.33,1.0,2,1,West,Relatively New,850.0,No,No,semifurnished,luxury,Mid Floor
flat,sector 37,1.1,0.0,3,3,North-West,Relatively New,1700.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 37,1.08,0.0,3,3,South,Relatively New,1700.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 37,1.4,1.0,3,3,South-East,Relatively New,1711.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 37,1.65,1.0,3,4,West,Relatively New,2091.0,No,No,semifurnished,luxury,Mid Floor
flat,sector 37,1.67,0.0,4,3,West,Relatively New,2091.0,No,No,semifurnished,luxury,High Floor
flat,sector 37,1.45,0.0,3,3,South-East,Relatively New,1711.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 102,2.61,0.0,3,3,North-East,Relatively New,2200.0,Yes,No,unfurnished,basic,High Floor
flat,sector 103,1.32,0.0,3,4,North-East,Relatively New,1300.0,No,No,unfurnished,standard,Mid Floor
flat,sector 102,1.45,0.0,3,3,North-East,Relatively New,1300.0,Yes,No,unfurnished,standard,Mid Floor
flat,sohna road,0.73,0.0,2,3,West,Relatively New,977.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,0.71,0.0,2,4,North-East,Relatively New,1131.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,0.66,0.0,2,3,North-West,Relatively New,977.0,No,No,unfurnished,standard,High Floor
flat,sohna road,0.9,1.0,3,3,North-West,Relatively New,1599.0,No,No,unfurnished,premium,Mid Floor
flat,sohna road,0.78,3.0,3,3,South-East,Relatively New,1344.0,No,No,unfurnished,luxury,Low Floor
flat,sohna road,0.7,2.0,3,3,North,Relatively New,1281.0,No,No,unfurnished,luxury,Low Floor
flat,sohna road,0.53,2.0,2,2,East,Relatively New,939.0,No,No,unfurnished,luxury,Low Floor
flat,sohna road,0.52,1.0,2,2,North-West,Relatively New,913.0,No,No,unfurnished,luxury,Mid Floor
flat,sohna road,0.91,3.0,3,3,West,Relatively New,1599.0,No,No,unfurnished,luxury,Low Floor
flat,sohna road,0.53,1.0,2,2,North-East,Relatively New,913.0,No,No,unfurnished,luxury,Low Floor
flat,sector 37,1.2,0.0,4,3,South-West,Relatively New,1635.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 37,1.22,1.0,4,3,South-East,Relatively New,1665.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 37,1.4,1.0,3,4,South,Relatively New,1890.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sohna road,0.73,0.0,2,3,North-East,Relatively New,1148.0,No,No,unfurnished,premium,Mid Floor
flat,sohna road,0.72,0.0,2,4,East,Relatively New,1131.0,No,No,unfurnished,luxury,High Floor
flat,sohna road,0.72,0.0,2,3,West,Relatively New,1404.0,No,No,unfurnished,luxury,Mid Floor
flat,sohna road,0.72,1.0,2,3,North-West,Relatively New,1095.0,No,No,unfurnished,luxury,Mid Floor
flat,sohna road,0.54,0.0,2,2,West,Relatively New,939.0,No,No,unfurnished,luxury,Mid Floor
flat,sohna road,0.67,0.0,2,3,North-East,Relatively New,1095.0,No,No,unfurnished,luxury,Mid Floor
flat,sohna road,0.78,1.0,3,3,South-West,Relatively New,1344.0,No,No,unfurnished,luxury,Mid Floor
flat,sohna road,0.65,1.0,2,2,North-West,Relatively New,1043.0,No,No,unfurnished,premium,Low Floor
flat,sector 111,3.5,0.0,5,4,North-East,Relatively New,2700.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 66,4.85,0.0,4,4,North,Relatively New,3500.0,Yes,Yes,semifurnished,luxury,High Floor
flat,sector 90,1.9,0.0,4,4,North-East,Relatively New,2512.0,Yes,Yes,unfurnished,luxury,High Floor
flat,sector 99,1.56,1.0,5,3,North-East,New Property,1807.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 72,4.0,0.0,5,4,North-East,Relatively New,2800.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 67,3.0,1.0,3,4,North-East,Relatively New,2047.0,No,Yes,semifurnished,luxury,Mid Floor
flat,sector 72,3.3,0.0,3,4,North-East,Relatively New,2000.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 66,2.1,0.0,4,2,North-East,Relatively New,1800.0,Yes,No,semifurnished,luxury,High Floor
flat,sector 66,1.9,0.0,4,2,North-East,Relatively New,1850.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 66,2.4,1.0,2,3,North-East,Relatively New,1700.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 74,1.52,0.0,2,3,South-East,Relatively New,1250.0,No,Yes,unfurnished,luxury,Mid Floor
flat,sector 74,1.48,0.0,2,3,North-East,Relatively New,1300.0,No,Yes,unfurnished,luxury,High Floor
flat,sector 81,2.29,0.0,4,4,North-East,Relatively New,2315.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 58,4.0,1.0,4,3,North-West,Old Property,2164.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 110,3.6,1.0,5,3,North,Relatively New,3077.0,Yes,No,unfurnished,luxury,Mid Floor
flat,gwal pahari,1.38,3.0,3,2,East,Relatively New,1294.0,No,No,semifurnished,luxury,Low Floor
flat,sector 109,2.2,0.0,4,3,West,Relatively New,1860.0,Yes,No,unfurnished,luxury,High Floor
flat,sector 110,4.49,1.0,5,4,North-East,Relatively New,3511.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 110,3.49,1.0,5,3,North-West,Relatively New,3077.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 110,3.7,1.0,5,3,South-West,Relatively New,3077.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 102,1.42,1.0,3,3,North,Relatively New,1314.0,No,No,unfurnished,standard,Mid Floor
flat,sector 67,4.5,4.0,4,4,North,Relatively New,3160.0,Yes,No,semifurnished,standard,Low Floor
flat,sector 104,1.85,0.0,3,4,East,Relatively New,2072.0,Yes,No,unfurnished,luxury,High Floor
flat,sector 104,2.62,0.0,4,4,North,Relatively New,2851.0,Yes,No,unfurnished,luxury,High Floor
flat,sector 83,1.1,1.0,3,4,North-West,Relatively New,1600.0,No,No,semifurnished,premium,Mid Floor
flat,sector 79,1.33,0.0,2,3,North-West,Relatively New,1411.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 79,1.34,1.0,2,3,North-West,Relatively New,1423.0,No,No,unfurnished,luxury,Low Floor
flat,sector 79,1.18,0.0,2,3,North-West,Relatively New,1252.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 83,0.95,0.0,2,3,South,Relatively New,1300.0,No,No,semifurnished,premium,Mid Floor
flat,sector 83,0.98,0.0,2,3,South,Relatively New,1300.0,No,No,semifurnished,premium,Mid Floor
flat,sector 106,1.15,0.0,4,4,East,Relatively New,1186.0,Yes,No,unfurnished,luxury,High Floor
flat,sector 69,0.9,0.0,2,3,North-East,Relatively New,1473.0,No,No,unfurnished,premium,Mid Floor
flat,sector 104,2.52,0.0,4,4,North-East,Relatively New,2800.0,Yes,Yes,semifurnished,luxury,High Floor
flat,sector 79,2.01,0.0,4,4,East,Relatively New,2141.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 79,1.93,1.0,4,4,East,Relatively New,2047.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 79,1.28,0.0,3,3,North-East,Relatively New,1362.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 79,1.91,0.0,4,4,North-East,Relatively New,2031.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 79,1.34,0.0,3,3,East,Relatively New,1423.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 109,1.7,0.0,3,3,East,Relatively New,1550.0,No,No,unfurnished,premium,High Floor
flat,sector 66,3.5,0.0,3,3,North-East,Moderately Old,2125.0,Yes,Yes,semifurnished,luxury,Mid Floor
flat,sector 92,1.83,0.0,3,3,East,New Property,2104.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 90,1.25,3.0,4,4,North-West,Old Property,1608.0,Yes,No,unfurnished,standard,Low Floor
flat,sector 83,1.8,0.0,4,4,South-West,Relatively New,1666.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 83,1.4,0.0,3,3,North,Relatively New,1582.0,Yes,No,unfurnished,standard,High Floor
flat,sector 74,1.54,0.0,2,4,South,Relatively New,1200.0,No,No,unfurnished,luxury,High Floor
flat,sector 53,6.0,0.0,4,4,North-West,Moderately Old,2217.0,Yes,No,semifurnished,basic,Mid Floor
flat,sector 54,4.85,0.0,4,4,South-East,Relatively New,1875.0,Yes,No,semifurnished,basic,High Floor
flat,sector 54,4.86,0.0,4,4,West,Relatively New,1875.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 48,5.15,0.0,3,4,North-West,Moderately Old,2364.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 48,9.3,0.0,4,4,North-East,Moderately Old,3831.0,Yes,Yes,semifurnished,standard,Mid Floor
flat,sector 48,1.78,1.0,4,2,North-West,Relatively New,1526.0,No,No,unfurnished,standard,Mid Floor
flat,sector 49,1.79,0.0,3,3,East,Old Property,1555.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 55,1.44,0.0,3,2,South,Moderately Old,1700.0,No,No,semifurnished,standard,Mid Floor
